TC Praha;TC;22200
LT Praha;LT;22220
Mobilní pošta 21;Podávací;22222
Praha 025;Ostatní;22500
Praha 190;Ostatní;22507
Brandýs n/L-St. Bol. D;Dodejna II;25000
Brandýs n.Labem-St.Bol.1;Podávací servisní;25001
Mratín;Podávací;25063
Měšice u Prahy;Podávací;25064
Líbeznice;Podávací;25065
Zdiby;Podávací;25066
Klecany;Podávací;25067
Řež;Podávací;25068
Vodochody;Podávací;25069
Odolena Voda;Podávací;25070
Kojetice u Prahy;Podávací;25072
Jenštejn;Podávací;25073
Káraný;Podávací;25075
Úvaly D I;Dodejna I;25080
Nehvizdy;Podávací;25081
Úvaly;Podávací;25082
Škvorec;Podávací;25083
Sibřina;Podávací;25084
Čelákovice;Podávací;25088
Jirny;Podávací;25090
Zeleneč v Čechách;Podávací;25091
Šestajovice;Podávací;25092
Čelákovice D I;Dodejna I;25093
Říčany u Prahy SD;Samostatná dodejna;25100
Říčany u Prahy;Podávací;25101
Mukařov;Podávací;25162
Strančice;Podávací;25163
Mnichovice;Podávací;25164
Pyšely;Podávací;25167
Kamenice;Podávací;25168
Velké Popovice;Podávací;25169
Dobřejovice;Podávací;25170
Sulice;Podávací;25194
Řitka;Podávací;25203
Hvozdnice;Podávací;25205
Davle;Podávací;25206
Štěchovice;Podávací;25207
Slapy nad Vltavou;Podávací;25208
Mníšek pod Brdy;Podávací servisní;25210
Mníšek pod Brdy D I;Dodejna I;25213
Nučice;Podávací;25216
Rudná;Podávací;25219
Třebotov;Podávací;25226
Černošice;Podávací;25228
Dobřichovice;Podávací;25229
Řevnice;Podávací servisní;25230
Řevnice D I;Dodejna I;25239
Dolní Břežany;Podávací;25241
Jesenice u Prahy;Podávací;25242
Průhonice;Podávací;25243
Psáry;Podávací;25244
Zvole u Prahy;Podávací;25245
Čestlice;Podávací;25247
Jeneč;Podávací;25261
Horoměřice;Podávací;25262
Roztoky u Prahy;Podávací;25263
Velké Přílepy;Podávací;25264
Libčice nad Vltavou;Podávací;25266
Tuchoměřice;Podávací;25267
Středokluky;Podávací;25268
Kamenný Přívoz;Podávací;25282
Hostivice D I;Dodejna I;25300
Hostivice;Podávací servisní;25301
Jílové u Prahy D I;Dodejna I;25400
Jílové u Prahy;Podávací servisní;25401
Benešov u Prahy;Podávací;25601
Benešov SD;Samostatná dodejna;25606
Depo Benešov 70;DEPO;25607
Postupice;Podávací;25701
Popovice;Podávací;25702
Jankov;Podávací;25703
Odlochovice;Podávací;25704
Louňovice pod Blaníkem;Podávací;25706
Načeradec;Podávací;25708
Pravonín;Podávací;25709
Poříčí nad Sázavou;Podávací;25721
Čerčany;Podávací;25722
Chocerady;Podávací;25724
Kozmice u Benešova;Podávací;25725
Týnec nad Sázavou;Podávací;25741
Krhanice;Podávací;25742
Netvořice;Podávací;25744
Křečovice;Podávací;25748
Bystřice u Benešova;Podávací;25751
Maršovice;Podávací;25755
Neveklov;Podávací;25756
Kladruby u Vlašimi;Podávací;25762
Trhový Štěpánov;Podávací;25763
Zdislavice;Podávací;25764
Čechtice;Podávací;25765
Miličín;Podávací;25786
Heřmaničky;Podávací;25789
Sedlec-Prčice 1;Podávací;25791
Vlašim D;Dodejna II;25800
Vlašim;Podávací servisní;25801
Votice;Podávací;25901
Příbram D;Dodejna II;26100
Příbram 1;Podávací servisní;26101
Příbram 2;Podávací;26102
Příbram 4;Podávací;26104
Příbram 5;Podávací;26105
provoz Příbram 70;DEPO;26107
Nový Knín;Podávací;26203
Nová Ves pod Pleší;Podávací;26204
Korkyně;Podávací;26206
Rosovice;Podávací;26211
Borotice;Podávací;26215
Obecnice;Podávací;26221
Jince;Podávací;26223
Solenice;Podávací;26233
Bohutín;Podávací;26241
Rožmitál pod Třemšínem;Podávací servisní;26242
Rožmitál D;Dodejna II;26245
Petrovice u Sedlčan;Podávací;26255
Krásná Hora nad Vltavou;Podávací;26256
Višňová u Příbramě;Podávací;26261
Dolní Hbity;Podávací;26262
Kamýk nad Vltavou;Podávací;26263
Kamýk D I;Dodejna I;26265
Březnice;Podávací;26272
Březnice D I;Dodejna I;26273
Drahenice;Podávací;26285
Dobříš D;Dodejna II;26300
Dobříš;Podávací servisní;26301
Sedlčany D;Dodejna II;26400
Sedlčany;Podávací servisní;26401
Beroun 1 D I;Dodejna I;26600
Beroun 1;Podávací servisní;26601
Beroun 4;Podávací;26604
Králův Dvůr u Berouna;Podávací;26701
Hudlice;Podávací;26703
Vráž u Berouna;Podávací;26711
Loděnice u Berouna;Podávací;26712
Karlštejn;Podávací;26718
Hostomice pod Brdy;Podávací;26724
Všeradice;Podávací;26726
Liteň;Podávací;26727
Zadní Třebaň;Podávací;26729
Kublov;Podávací;26741
Broumy;Podávací;26742
Bzová u Hořovic;Podávací;26743
Zdice;Podávací servisní;26751
Žebrák;Podávací;26753
Zdice D I;Dodejna I;26756
Cerhovice;Podávací;26761
Komárov u Hořovic;Podávací;26762
Zaječov;Podávací;26763
Olešná u Hořovic;Podávací;26764
Komárov u Hořovic D I;Dodejna I;26766
Hořovice D I;Dodejna I;26800
Hořovice;Podávací servisní;26801
Rakovník D II;Dodejna II;26900
Rakovník 1;Podávací servisní;26901
Rakovník 2;Podávací;26902
Kněževes u Rakovníka;Podávací;27001
Milostín;Podávací;27005
Mutějovice;Podávací;27007
Pavlíkov;Podávací;27021
Křivoklát;Podávací;27023
Jesenice u Rakovníka D II;Dodejna II;27030
Senomaty;Podávací;27031
Jesenice u Rakovníka;Podávací;27033
Čistá u Rakovníka;Podávací;27034
Petrovice u Rakovníka;Podávací;27035
Lubná u Rakovníka;Podávací;27036
Slabce;Podávací;27041
Lužná v Čechách;Podávací;27051
Řevničov;Podávací;27054
Mšec;Podávací;27064
Nové Strašecí D II;Dodejna II;27100
Nové Strašecí;Podávací servisní;27101
Kladno D II;Dodejna II;27200
Kladno 1;Podávací servisní;27201
Kladno 3;Podávací;27203
Kladno 4;Podávací;27204
Kladno 5;Podávací;27205
Kladno 6;Podávací;27206
provoz Kladno 70;DEPO;27207
Kladno 8;Podávací;27208
Kladno 9;Podávací;27209
Stochov;Podávací;27303
Kačice;Podávací;27304
Smečno;Podávací;27305
Libušín;Podávací;27306
Vinařice u Kladna;Podávací;27307
Pchery;Podávací;27308
Kladno 7;Podávací;27309
Hobšovice;Podávací;27321
Černuc;Podávací;27323
Velvary;Podávací;27324
Zvoleněves;Podávací;27325
Olovnice;Podávací;27326
Otvovice;Podávací;27327
Brandýsek;Podávací;27341
Buštěhrad;Podávací;27343
Hřebeč;Podávací;27345
Unhošť;Podávací;27351
Hostouň u Prahy;Podávací;27353
Lidice;Podávací;27354
Velká Dobrá;Podávací;27361
Družec;Podávací;27362
Doksy u Kladna;Podávací;27364
Zlonice;Podávací;27371
Třebíz;Podávací;27375
Pozdeň;Podávací;27376
Malíkovice;Podávací;27377
Tuřany u Slaného;Podávací;27379
Slaný D II;Dodejna II;27400
Slaný 1;Podávací servisní;27401
Slaný 3;Podávací;27403
Mělník D II;Dodejna II;27600
Mělník 1;Podávací servisní;27601
Mělník 3;Podávací;27603
Mělník 4;Podávací;27604
Horní Počaply;Podávací;27703
Spomyšl;Podávací;27705
Lužec nad Vltavou;Podávací;27706
Vraňany;Podávací;27707
Ledčice;Podávací;27708
Neratovice;Podávací servisní;27711
Kostelec nad Labem;Podávací;27713
Dřísy;Podávací;27714
Tišice;Podávací;27715
Všetaty;Podávací;27716
Libiš;Podávací;27717
Neratovice D I;Dodejna I;27718
Kokořín;Podávací;27723
Vysoká u Mělníka;Podávací;27724
Byšice;Podávací;27732
Řepín;Podávací;27733
Nebužely;Podávací;27734
Chorušice;Podávací;27737
Kly;Podávací;27741
Obříství;Podávací;27742
Vojkovice u Kralup n.Vlt.;Podávací;27744
Úžice u Kralup n.Vltavou;Podávací;27745
Veltrusy;Podávací;27746
Nelahozeves;Podávací;27751
Nová Ves u Mělníka;Podávací;27752
Kralupy nad Vltavou D;Dodejna II;27800
Kralupy nad Vltavou 1;Podávací servisní;27801
Kralupy nad Vltavou 3;Podávací;27803
Kolín 1;Podávací;28001
Kolín 2;Podávací;28002
Kolín 3;Podávací;28003
provoz Kolín 70;DEPO;28007
Velim;Podávací;28101
Cerhenice;Podávací;28102
Radim u Kolína;Podávací;28103
Plaňany;Podávací;28104
Svojšice u Kolína;Podávací;28107
Kolín SD;Samostatná dodejna;28112
Červené Pečky;Podávací;28121
Starý Kolín;Podávací;28123
Týnec nad Labem;Podávací;28126
Krakovany v Čechách;Podávací;28127
Radovesnice;Podávací;28128
Žiželice nad Cidlinou;Podávací;28129
Ohaře;Podávací;28130
Ratboř;Podávací;28141
Zásmuky;Podávací;28144
Horní Kruty;Podávací;28146
Velký Osek;Podávací;28151
Kouřim;Podávací;28161
Oleška u Českého Brodu;Podávací;28162
Kostelec nad Černými Lesy;Podávací servisní;28163
Stříbrná Skalice;Podávací;28167
Kostelec n. Čer. Lesy D;Dodejna II;28168
Rostoklaty;Podávací;28171
Český Brod D;Dodejna II;28200
Český Brod;Podávací servisní;28201
Kutná Hora D II;Dodejna II;28400
Kutná Hora 1;Podávací servisní;28401
Kutná Hora 3;Podávací;28403
Kutná Hora 4;Podávací;28404
Kutná Hora 6;Podávací;28406
Uhlířské Janovice;Podávací;28504
Sázava;Podávací;28506
Rataje nad Sázavou;Podávací;28507
Nepoměřice;Podávací;28511
Zruč nad Sázavou D II;Dodejna II;28520
Zbraslavice;Podávací;28521
Zruč nad Sázavou 1;Podávací servisní;28522
Nové Dvory u Kutné Hory;Podávací;28531
Malešov;Podávací;28541
Zruč nad Sázavou 3;Podávací;28551
Žleby;Podávací;28561
Hostovlice u Čáslavě;Podávací;28562
Vlkaneč;Podávací;28564
Vrdy;Podávací;28571
Záboří nad Labem;Podávací;28574
Čáslav D II;Dodejna II;28600
Čáslav;Podávací servisní;28601
provoz Nymburk;DEPO;28800
Nymburk 1;Podávací;28801
Nymburk 2;Podávací;28802
Nymburk 3;Podávací;28803
Nymburk SD;Samostatná dodejna;28890
Dymokury;Podávací;28901
Kněžice u Městce Králové;Podávací;28902
Městec Králové;Podávací;28903
Žehuň;Podávací;28905
Sány;Podávací;28906
Libice nad Cidlinou;Podávací;28907
Pečky;Podávací;28911
Sadská;Podávací;28912
Zvěřínek;Podávací;28913
Poříčany;Podávací;28914
Kounice;Podávací;28915
Přerov nad Labem;Podávací;28916
Kostomlaty nad Labem;Podávací;28921
Lysá nad Labem;Podávací;28922
Milovice nad Labem 1;Podávací;28923
Milovice nad Labem 3;Podávací;28924
Straky;Podávací;28925
Milovice D I;Dodejna I;28927
Bobnice;Podávací;28931
Oskořínek;Podávací;28932
Křinec;Podávací;28933
Rožďalovice;Podávací;28934
Košík;Podávací;28935
Mcely;Podávací;28936
Loučeň;Podávací;28937
Poděbrady D;Dodejna II;29000
Poděbrady 1;Podávací servisní;29001
Poděbrady 2;Podávací;29002
Mladá Boleslav D II;Dodejna II;29300
Mladá Boleslav 1;Podávací servisní;29301
Mladá Boleslav 2;Podávací;29302
Mladá Boleslav 3;Podávací;29303
Mladá Boleslav 5;Podávací;29305
Kosmonosy;Podávací;29306
Josefův Důl u M.Boleslavě;Podávací;29307
Bakov nad Jizerou;Podávací;29401
Kněžmost;Podávací;29402
Obruby;Podávací;29403
Dolní Bousov;Podávací;29404
Dlouhá Lhota u Ml.Boles.;Podávací;29405
Depo Mladá Boleslav 70;DEPO;29407
Loukov u Mnich.Hradiště;Podávací;29411
Žďár u Mnichova Hradiště;Podávací;29412
Mohelnice nad Jizerou;Podávací;29413
Jivina u Mnich.Hradiště;Podávací;29414
Bělá pod Bezdězem;Podávací;29421
Březovice u Ml.Boleslavě;Podávací;29424
Katusice;Podávací;29425
Chotětov;Podávací;29428
Bezno;Podávací;29429
Krnsko;Podávací;29431
Dobrovice;Podávací;29441
Luštěnice;Podávací;29442
Čachovice u Ml.Boleslavě;Podávací;29443
Jabkenice;Podávací;29445
Semčice;Podávací;29446
Ledce u Mladé Boleslavi;Podávací;29447
Benátky nad Jizerou D;Dodejna II;29470
Benátky nad Jizerou 1;Podávací servisní;29471
Benátky nad Jizerou 2;Podávací;29472
Brodce nad Jizerou;Podávací;29473
Předměřice nad Jizerou;Podávací;29474
Sojovice;Podávací;29475
Dolní Slivno;Podávací;29478
Mnichovo Hradiště D;Dodejna II;29500
Mnichovo Hradiště;Podávací servisní;29501
COHC Plzeň;Centrum oběh hotovosti a cenin;30050
Depo Plzeň 71;DEPO;30071
Depo Plzeň 72;DEPO;30072
Plzeň 95 SD;Samostatná dodejna;30095
Plzeň 96 SD;Samostatná dodejna;30096
Plzeň 1;Podávací servisní;30100
Plzeň 1 D;Dodejna II;30101
TC Plzeň;TC;30200
Plzeň 4;Podávací;30400
Plzeň 5;Podávací;30500
Plzeň 7;Podávací;30700
Plzeň 8;Podávací;30800
Plzeň 9;Podávací;30900
LT Plzeň;LT;30920
Plzeň 10;Podávací;31000
Plzeň 11;Podávací;31100
Plzeň 12;Podávací;31200
Plzeň 13;Podávací;31300
Plzeň 17;Podávací;31700
Plzeň 18;Podávací;31800
Plzeň 19;Podávací;31900
Plzeň 20;Podávací;32000
Plzeň 21;Podávací;32100
Plzeň 23;Podávací servisní;32300
Plzeň 23 D II;Dodejna II;32301
Plzeň 24;Podávací;32400
Plzeň 25;Podávací;32500
Plzeň 26;Podávací;32600
Plzeň 27;Podávací;32700
Plzeň 28;Podávací;32800
Dýšina;Podávací;33002
Chrást u Plzně;Podávací;33003
Hromnice;Podávací;33004
Druztová;Podávací;33007
Zruč-Senec;Podávací;33008
Třemošná;Podávací;33011
Horní Bříza;Podávací;33012
Všeruby u Plzně;Podávací;33016
Chotíkov;Podávací;33017
Líně;Podávací;33021
Zbůch;Podávací;33022
Nýřany;Podávací;33023
Heřmanova Huť;Podávací;33024
Blatnice u Plzně;Podávací;33025
Tlučná;Podávací;33026
Vejprnice;Podávací;33027
Město Touškov;Podávací;33033
Úněšov SD;Samostatná dodejna;33037
Krsy;Podávací;33039
Úterý;Podávací;33040
Bezvěrov;Podávací;33041
Plasy D;Dodejna II;33100
Plasy;Podávací servisní;33101
Kralovice;Podávací servisní;33141
Chříč;Podávací;33143
Kožlany;Podávací;33144
Kralovice D;Dodejna II;33145
Kaznějov;Podávací;33151
Dolní Bělá;Podávací;33152
Mladotice;Podávací;33161
Manětín;Podávací;33162
Žihle;Podávací;33165
Tymákov;Podávací;33201
Starý Plzenec;Podávací;33202
Šťáhlavy;Podávací;33203
Nezvěstice;Podávací;33204
Chválenice;Podávací;33205
Štěnovice;Podávací;33209
Hradec u Stoda;Podávací;33211
Chotěšov;Podávací;33214
Stod;Podávací;33301
Mobilní pošta 31;Podávací;33333
Přeštice D II;Dodejna II;33400
Přeštice;Podávací servisní;33401
Dobřany;Podávací;33441
Chlumčany u Přeštic;Podávací;33442
Dolní Lukavice;Podávací;33444
Merklín u Přeštic;Podávací;33452
Roupov;Podávací;33453
Nepomuk D;Dodejna II;33500
Nepomuk 1;Podávací servisní;33501
Dožice;Podávací;33543
Kasejovice;Podávací;33544
Oselce;Podávací;33546
Nekvasovy;Podávací;33547
Žinkovy;Podávací;33554
Neurazy;Podávací;33555
Spálené Poříčí;Podávací;33561
Čížkov u Blovic;Podávací;33564
Blovice D;Dodejna II;33600
Blovice;Podávací servisní;33601
Rokycany D II;Dodejna II;33700
Rokycany 1;Podávací servisní;33701
Rokycany 3;Podávací;33703
Mýto v Čechách;Podávací;33805
Zbiroh;Podávací;33808
Terešov;Podávací;33810
Osek u Rokycan;Podávací;33821
Volduchy;Podávací;33822
Břasy 1;Podávací;33824
Břasy 3;Podávací;33825
Radnice u Rokycan;Podávací;33828
Klabava;Podávací;33841
Hrádek u Rokycan;Podávací;33842
Mirošov 1;Podávací;33843
Strašice;Podávací;33845
Klatovy D II;Dodejna II;33900
Klatovy 1;Podávací servisní;33901
Klatovy 2;Podávací;33902
Klatovy 3;Podávací;33903
Klatovy 4;Podávací;33904
provoz Klatovy 70;DEPO;33907
Železná Ruda;Podávací;34004
Švihov;Podávací;34012
Dolany u Klatov;Podávací;34016
Janovice nad Úhlavou;Podávací;34021
Nýrsko;Podávací;34022
Dešenice;Podávací;34023
Strážov na Šumavě;Podávací;34024
Mochtín;Podávací;34032
Plánice;Podávací;34034
Měčín;Podávací;34037
Dlažov;Podávací;34042
Horažďovice D I;Dodejna I;34100
Horažďovice;Podávací;34101
Kolinec;Podávací;34142
Chanovice;Podávací;34152
Pačejov;Podávací;34153
Myslív;Podávací;34154
Žihobce;Podávací;34163
Nezdice na Šumavě;Podávací;34164
Strašín u Sušice;Podávací;34165
Soběšice u Sušice;Podávací;34166
Nalžovské Hory;Podávací;34173
Hartmanice;Podávací;34181
Petrovice u Sušice;Podávací;34182
Velhartice;Podávací;34183
Hory Matky Boží;Podávací;34184
Dlouhá Ves u Sušice;Podávací;34191
Kašperské Hory;Podávací;34192
Rejštejn;Podávací;34193
Sušice D;Dodejna II;34200
Sušice 1;Podávací servisní;34201
Sušice 3;Podávací;34203
provoz Sušice;Samostatná dodejna;34204
Domažlice 1;Podávací;34401
Domažlice 3;Podávací;34403
provoz Domažlice 70;DEPO;34407
Domažlice SD;Samostatná dodejna;34482
Mrákov;Podávací;34501
Kdyně;Podávací;34506
Všeruby u Kdyně;Podávací;34507
Pocinovice;Podávací;34509
Úsilov;Podávací;34511
Úboč;Podávací;34512
Draženov;Podávací;34520
Meclov;Podávací;34521
Poběžovice;Podávací;34522
Hostouň u Horš.Týna;Podávací;34525
Bělá nad Radbuzou;Podávací;34526
Trhanov;Podávací;34533
Klenčí pod Čerchovem;Podávací;34534
Postřekov;Podávací;34535
Koloveč;Podávací;34543
Blížejov;Podávací;34545
Milavče;Podávací;34546
Staňkov;Podávací;34561
Holýšov;Podávací;34562
Horšovský Týn;Podávací;34601
Tachov 1;Podávací;34701
Tachov 3;Podávací;34703
Tachov 4;Podávací;34704
provoz Tachov 70;DEPO;34707
Tachov SD;Samostatná dodejna;34781
Bor u Tachova;Podávací;34802
Staré Sedlo u Tachova;Podávací;34804
Přimda;Podávací;34806
Rozvadov;Podávací;34807
Třemešné pod Přimdou;Podávací;34808
Chodová Planá;Podávací;34813
Planá u Mariánských Lázní;Podávací;34815
Stříbro D;Dodejna II;34900
Stříbro;Podávací servisní;34901
Cebiv;Podávací;34951
Lestkov;Podávací;34954
Černošín;Podávací;34958
Kladruby u Stříbra;Podávací;34961
Cheb 1;Podávací;35001
Cheb 2;Podávací;35002
Cheb 3;Podávací;35003
Cheb 4;Podávací;35004
Cheb 5;Podávací;35005
provoz Cheb 70;DEPO;35007
Františkovy Lázně;Podávací;35101
Nebanice;Podávací;35112
Hranice u Aše;Podávací;35124
Vojtanov;Podávací;35133
Skalná;Podávací;35134
Plesná u Chebu;Podávací;35135
Luby u Chebu;Podávací;35137
Aš D I;Dodejna I;35200
Aš 1;Podávací servisní;35201
Aš 2;Podávací;35202
Cheb SD;Samostatná dodejna;35282
Mariánské Lázně D;Dodejna II;35300
Mariánské Lázně 1;Podávací servisní;35301
Mariánské Lázně 2;Podávací;35302
Velká Hleďsebe;Podávací;35471
Drmoul;Podávací;35472
Tři Sekery;Podávací;35473
Lázně Kynžvart;Podávací;35491
Dolní Žandov;Podávací;35493
Sokolov D II;Dodejna II;35600
Sokolov 1;Podávací servisní;35601
Sokolov 5;Podávací;35605
Rotava 1;Podávací;35701
Rotava 2;Podávací;35702
Svatava;Podávací;35703
Jindřichovice v Kruš.hor.;Podávací;35705
Šindelová;Podávací;35706
Habartov;Podávací;35709
Horní Slavkov;Podávací;35731
Loket;Podávací;35733
Nové Sedlo u Lokte;Podávací;35734
Chodov u Karlových Var 1;Podávací;35735
Chodov u Karlových Var 2;Podávací;35736
Vřesová u Sokolova;Podávací;35743
Vintířov u Sokolova;Podávací;35744
Krásno nad Teplou;Podávací;35747
Kynšperk nad Ohří;Podávací;35751
Citice;Podávací;35756
Březová u Sokolova;Podávací;35761
Rovná u Sokolova;Podávací;35765
Kraslice;Podávací;35801
Karlovy Vary 1;Podávací;36001
Karlovy Vary 4;Podávací;36004
Karlovy Vary 5;Podávací;36005
Karlovy Vary 7;Podávací;36007
Karlovy Vary 9;Podávací;36009
Karlovy Vary 10;Podávací;36010
Karlovy Vary 17;Podávací;36017
Karlovy Vary 18;Podávací;36018
Karlovy Vary 20;Podávací;36020
Karlovy Vary SD;Samostatná dodejna;36204
Depo Karlovy Vary 70;DEPO;36207
Jenišov;Podávací;36211
Kolová;Podávací;36214
Nejdek 1;Podávací;36221
Nejdek 2;Podávací;36222
Černava;Podávací;36223
Nové Hamry;Podávací;36224
Nová Role;Podávací;36225
Božičany;Podávací;36226
Otovice u Karlových Var;Podávací;36232
Hroznětín;Podávací;36233
Merklín u Karlových Var;Podávací;36234
Jáchymov;Podávací;36251
Dalovice;Podávací;36263
Kyselka;Podávací;36272
Vojkovice nad Ohří;Podávací;36273
Stráž nad Ohří;Podávací;36274
Ostrov D I;Dodejna I;36300
Ostrov nad Ohří;Podávací servisní;36301
Toužim D I;Dodejna I;36400
Toužim;Podávací servisní;36401
Žlutice;Podávací;36452
Teplá u Toužimě;Podávací;36461
Bečov nad Teplou;Podávací;36464
Bochov;Podávací;36471
Stružná;Podávací;36472
České Budějovice SD;Samostatná dodejna;37000
České Budějovice 1;Podávací servisní;37001
České Budějovice 2;Podávací;37002
České Budějovice 3;Podávací;37003
České Budějovice 4;Podávací;37004
České Budějovice 5;Podávací servisní;37005
České Budějovice 6;Podávací;37006
České Budějovice 7;Podávací;37007
České Budějovice 8;Podávací;37008
České Budějovice 9;Podávací;37009
České Budějovice 10;Podávací;37010
České Budějovice 11;Podávací;37011
České Budějovice 12;Podávací;37012
České Budějovice 13;Podávací;37013
České Budějovice 5 D;Listovní dodejna II;37015
COHC Č. B.;Centrum oběh hotovosti a cenin;37017
TC České Budějovice;TC;37019
POST CB;Ostatní;37020
České Budějovice 1 D;Dodejna II;37023
provoz Č.Budějovice 71;DEPO;37271
Temelín;Podávací;37301
Chrášťany u Týna nad Vlt.;Podávací;37304
Temelín-elektrárna;Podávací;37305
Ledenice;Podávací;37311
Borovany;Podávací;37312
Dobrá Voda u Č.Budějovic;Podávací;37316
Svatý Jan nad Malší;Podávací;37323
Římov;Podávací;37324
Nové Hrady v již.Čechách;Podávací;37333
Hluboká nad Vltavou;Podávací;37341
Zliv;Podávací;37344
Olešník;Podávací;37350
Hrdějovice;Podávací;37361
Chotýčany u Čes.Budějovic;Podávací;37362
Ševětín;Podávací;37363
Dynín;Podávací;37364
Dolní Bukovsko;Podávací;37365
Borek;Podávací;37367
Rudolfov;Podávací;37371
Lišov u Českých Budějovic;Podávací;37372
Kamenný Újezd;Podávací;37381
Boršov nad Vltavou;Podávací;37382
Dubné;Podávací;37384
Trhové Sviny D;Dodejna II;37400
Trhové Sviny;Podávací servisní;37401
Týn nad Vltavou 1 D;Dodejna II;37500
Týn nad Vltavou 1;Podávací servisní;37501
Jindřichův Hradec 1;Podávací;37701
provoz Jindř. Hradec 70;DEPO;37702
Jindřichův Hradec 6;Podávací;37706
Jindřichův Hradec SD;Samostatná dodejna;37782
Lásenice;Podávací;37801
